,Unnamed: 0,ga:date,ga:deviceCategory,ga:dimension13,ga:pageviews,ga:sessions,ga:transactionRevenue,ga:transactions,ga:uniquePageviews
186,186,20190101,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",22128.0,3810.0,14525.031427179594,16.0,16676
187,187,20190101,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",52130.0,10410.0,6274.032958627252,16.0,34974
188,188,20190101,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",17172.0,2934.0,0.0,0.0,11882
189,189,20190102,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",37721.0,5411.0,19778.216038007642,55.0,27303
190,190,20190102,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",60238.0,11416.0,21199.856120483662,63.0,41438
191,191,20190102,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",18409.0,3041.0,0.0,0.0,13360
192,192,20190103,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",36343.0,6028.0,5344.210109802676,47.0,27215
193,193,20190103,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",65941.0,12079.0,10302.12966806443,63.0,44682
194,194,20190103,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",15772.0,3010.0,9395.893080663956,16.0,11882
195,195,20190104,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",36304.0,5525.0,19741.613654542438,31.0,26312
196,196,20190104,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",68540.0,12232.0,31573.70549547698,94.0,45529
197,197,20190104,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",20906.0,3048.0,1089.77264535125,16.0,14047
198,198,20190105,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",34873.0,5533.0,9519.153137319057,63.0,25410
199,199,20190105,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",68041.0,12910.0,20609.937509102383,79.0,46408
200,200,20190105,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",21381.0,3445.0,7821.029653697736,24.0,14742
201,201,20190106,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",34655.0,5426.0,15403.750708309803,24.0,24395
202,202,20190106,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",64439.0,12064.0,19764.675776435062,71.0,43843
203,203,20190106,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",24159.0,3208.0,9904.6574801094,31.0,16452
204,204,20190107,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",28944.0,5479.0,5036.103646914747,39.0,21862
205,205,20190107,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",42692.0,8917.0,12313.950431140833,47.0,29541
206,206,20190107,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",11927.0,1898.0,0.0,0.0,8286
207,207,20190108,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25420.0,4534.0,907.6342909956279,8.0,19041
208,208,20190108,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",38125.0,7956.0,9782.620415329986,31.0,26248
209,209,20190108,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",8870.0,1860.0,343.747924789822,8.0,6320
210,210,20190109,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",27007.0,5015.0,16758.475692766773,55.0,19840
211,211,20190109,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",33488.0,8680.0,7275.575514380719,55.0,23947
212,212,20190109,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",7563.0,1791.0,0.0,0.0,5649
213,213,20190110,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25279.0,4862.0,13345.980413167612,47.0,19065
214,214,20190110,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",38008.0,7865.0,2625.675062600527,31.0,25338
215,215,20190110,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",7532.0,1745.0,348.55253369966397,8.0,5569
216,216,20190111,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",26346.0,4435.0,0.0,0.0,18626
217,217,20190111,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",47376.0,9518.0,5487.212740535351,31.0,32105
218,218,20190111,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",13857.0,2256.0,14243.39399149898,47.0,9245
219,219,20190112,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25404.0,4443.0,37201.99902361838,71.0,18298
220,220,20190112,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",54379.0,11568.0,21179.589406874613,63.0,37611
221,221,20190112,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",19747.0,3330.0,1344.416914293075,8.0,13720
222,222,20190113,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",36187.0,5853.0,61627.494817935374,94.0,26017
223,223,20190113,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",62447.0,12719.0,26039.145518187423,63.0,41878
224,224,20190113,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",20222.0,3559.0,35351.70047456981,47.0,14031
225,225,20190114,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25404.0,5045.0,37010.076738630334,71.0,19417
226,226,20190114,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",42684.0,9031.0,21216.62857346493,39.0,28638
227,227,20190114,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",11648.0,1898.0,549.472540569547,8.0,7887
228,228,20190115,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25637.0,4542.0,8835.238905866834,31.0,19616
229,229,20190115,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",39199.0,8932.0,35984.5984958273,63.0,27655
230,230,20190115,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",11461.0,2111.0,0.0,0.0,8166
231,231,20190116,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",19078.0,4039.0,13251.984793096672,39.0,14822
232,232,20190116,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",30476.0,6851.0,558.208192139017,8.0,21486
233,233,20190116,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9344.0,1654.0,0.0,0.0,6472
234,234,20190117,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",21023.0,3619.0,2356.791678648645,16.0,15254
235,235,20190117,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25761.0,5762.0,5460.044862077091,24.0,17986
236,236,20190117,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9065.0,1593.0,6062.54281237437,8.0,6496
237,237,20190118,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",15047.0,3208.0,1203.772909812137,16.0,11370
238,238,20190118,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",26571.0,6485.0,4180.27177486443,24.0,18841
239,239,20190118,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",8193.0,1425.0,0.0,0.0,5817
240,240,20190119,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",16642.0,2873.0,8752.250207210733,16.0,12137
241,241,20190119,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",35114.0,7979.0,8244.70879854771,16.0,24035
242,242,20190119,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",13142.0,2332.0,6994.636931044315,24.0,9716
243,243,20190120,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25139.0,3642.0,16999.57970122929,16.0,18146
244,244,20190120,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",45314.0,8543.0,7393.856248219973,24.0,31458
245,245,20190120,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",18354.0,2622.0,4168.478644699012,16.0,13120
246,246,20190121,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",20471.0,3787.0,4522.884065278201,24.0,14974
247,247,20190121,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",25831.0,5838.0,0.0,0.0,18386
248,248,20190121,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9142.0,1730.0,0.0,0.0,6336
249,249,20190122,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",17724.0,3140.0,4936.953992308491,24.0,12889
250,250,20190122,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",23747.0,5449.0,9440.182838822218,16.0,16548
251,251,20190122,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9438.0,1379.0,3067.437007620552,24.0,6656
252,252,20190123,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",21171.0,3619.0,14327.780393750236,31.0,15557
253,253,20190123,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",27232.0,5884.0,1278.4627389306079,24.0,18961
254,254,20190123,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9391.0,1555.0,0.0,0.0,6736
255,255,20190124,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",20658.0,3772.0,374.75949059460805,8.0,14966
256,256,20190124,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",28873.0,5586.0,0.0,0.0,19313
257,257,20190124,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",6924.0,1478.0,0.0,0.0,5042
258,258,20190125,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",19879.0,3703.0,5049.469195674589,24.0,14726
259,259,20190125,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",27302.0,6333.0,20238.759636635197,39.0,19209
260,260,20190125,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",10045.0,2088.0,596.2082813859129,8.0,7111
261,261,20190126,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",17117.0,3658.0,0.0,0.0,13200
262,262,20190126,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",41112.0,9350.0,4351.665277024317,24.0,28550
263,263,20190126,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",14924.0,2698.0,23418.100351684003,24.0,10332
264,264,20190127,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",20867.0,4268.0,9381.217184715326,16.0,16029
265,265,20190127,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",47127.0,10494.0,6463.509260957189,24.0,32865
266,266,20190127,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",16246.0,3346.0,1510.394311605277,16.0,11858
267,267,20190128,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",19311.0,3993.0,11703.41568052503,31.0,14630
268,268,20190128,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",33254.0,6866.0,2472.451718110325,31.0,22789
269,269,20190128,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",9049.0,1761.0,0.0,0.0,6616
270,270,20190129,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",17343.0,3604.0,3720.514386080723,16.0,13424
271,271,20190129,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",26563.0,6417.0,7972.069084748937,47.0,18857
272,272,20190129,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",8263.0,1707.0,0.0,0.0,5985
273,273,20190130,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",21824.0,3970.0,9545.01066858853,31.0,16380
274,274,20190130,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",28049.0,6539.0,1604.302575269849,31.0,19792
275,275,20190130,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",7586.0,1768.0,0.0,0.0,5545
276,276,20190131,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",47.0,23.0,0.0,0.0,48
277,277,20190131,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",241.0,221.0,0.0,0.0,232
278,278,20190131,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:0",62.0,53.0,0.0,0.0,64
279,279,20190101,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",26182.0,3902.0,19374.890964266353,47.0,17891
280,280,20190101,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",58284.0,10486.0,6952.880511950528,39.0,39257
281,281,20190101,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",15530.0,2660.0,8510.796773122749,24.0,11163
282,282,20190102,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",36732.0,5662.0,11219.809958911583,39.0,26912
283,283,20190102,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",60074.0,12239.0,5758.804176364441,31.0,41326
284,284,20190102,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",16853.0,2774.0,2437.247038240273,8.0,11890
285,285,20190103,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",36996.0,6081.0,46888.61461825116,150.0,27032
286,286,20190103,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",60339.0,11736.0,9606.422305353524,47.0,41023
287,287,20190103,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",18145.0,3094.0,1285.9753997176588,8.0,12944
288,288,20190104,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",36234.0,5548.0,23445.967083579737,31.0,26352
289,289,20190104,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",63980.0,12163.0,9956.547256554344,79.0,43763
290,290,20190104,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",18860.0,3018.0,0.0,0.0,12737
291,291,20190105,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",36810.0,5525.0,23770.758641949298,71.0,26704
292,292,20190105,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",61459.0,12681.0,9672.638551028362,71.0,41894
293,293,20190105,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",23178.0,3658.0,5901.719450690749,16.0,16037
294,294,20190106,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",31792.0,5617.0,27675.33322551227,71.0,23516
295,295,20190106,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",60105.0,11911.0,9711.774273558043,24.0,40080
296,296,20190106,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",22035.0,3635.0,3710.992524667407,16.0,15166
297,297,20190107,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",29575.0,5235.0,27568.583551526062,39.0,21686
298,298,20190107,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",43852.0,8726.0,15105.602889960295,63.0,30028
299,299,20190107,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",13297.0,2172.0,0.0,0.0,8813
300,300,20190108,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",27030.0,4443.0,25498.932769812087,63.0,20064
301,301,20190108,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",37954.0,8413.0,32816.43941500606,79.0,25945
302,302,20190108,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",11741.0,1944.0,174.27626684983198,8.0,8246
303,303,20190109,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",26929.0,5250.0,8361.941254417281,31.0,20032
304,304,20190109,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",42280.0,9312.0,4263.173117114163,16.0,28925
305,305,20190109,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",13110.0,2042.0,611.058890147279,8.0,9005
306,306,20190110,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",23474.0,4511.0,11009.01866500291,31.0,17691
307,307,20190110,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",34095.0,7704.0,10440.589759106368,16.0,23468
308,308,20190110,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",14013.0,2225.0,6866.484909073006,39.0,9565
309,309,20190111,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",30142.0,4504.0,3552.35307532952,39.0,21015
310,310,20190111,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",42918.0,9115.0,15479.576171804325,31.0,29525
311,311,20190111,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",11888.0,2126.0,986.255163866994,8.0,8230
312,312,20190112,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",22058.0,4237.0,50552.085193351624,94.0,16652
313,313,20190112,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",55740.0,12406.0,17099.07878255428,87.0,38674
314,314,20190112,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",16542.0,3231.0,9019.910598193663,16.0,11810
315,315,20190113,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",37774.0,5723.0,45425.742256212834,87.0,26880
316,316,20190113,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",58689.0,12505.0,50655.86474514825,110.0,40695
317,317,20190113,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",20159.0,3506.0,9184.14086519197,24.0,14119
318,318,20190114,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",30920.0,5380.0,44733.2670849106,63.0,22964
319,319,20190114,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",39751.0,9092.0,16024.069390651293,87.0,27487
320,320,20190114,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",14021.0,2393.0,6055.030151587319,16.0,9692
321,321,20190115,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",27085.0,4855.0,56785.23529804203,71.0,20152
322,322,20190115,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",36849.0,8573.0,37108.440185579275,55.0,25402
323,323,20190115,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",8497.0,1928.0,1834.3996612242559,8.0,6336
324,324,20190116,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",22486.0,3887.0,16561.486729649787,24.0,16460
325,325,20190116,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",31410.0,7118.0,5872.979153638065,39.0,21694
326,326,20190116,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",9749.0,1730.0,0.0,0.0,6840
327,327,20190117,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",19085.0,3833.0,5257.1156545809445,16.0,14279
328,328,20190117,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",25559.0,6043.0,698.93955411959,16.0,18298
329,329,20190117,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",7757.0,1524.0,0.0,0.0,5481
330,330,20190118,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",19584.0,3612.0,397.82161358050297,8.0,14239
331,331,20190118,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",28056.0,6630.0,2919.018272040192,16.0,20152
332,332,20190118,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",11188.0,1791.0,0.0,0.0,7855
333,333,20190119,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",17950.0,3186.0,4287.28351806974,31.0,13496
334,334,20190119,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",37620.0,8002.0,17158.568576192643,24.0,25689
335,335,20190119,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",11757.0,2050.0,6359.554996347826,16.0,8422
336,336,20190120,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",17740.0,3734.0,17180.84449042796,47.0,13336
337,337,20190120,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",43501.0,8787.0,7660.293648420483,24.0,30028
338,338,20190120,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",16480.0,2568.0,0.0,0.0,11314
339,339,20190121,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",24026.0,3856.0,8429.904630406014,24.0,17275
340,340,20190121,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",28017.0,6340.0,0.0,0.0,19505
341,341,20190121,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",9135.0,1417.0,0.0,0.0,6352
342,342,20190122,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",17841.0,3597.0,19090.02133717706,55.0,13456
343,343,20190122,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",24392.0,5571.0,6054.94279518095,16.0,16916
344,344,20190122,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",7928.0,1394.0,0.0,0.0,5146
345,345,20190123,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",20346.0,3627.0,11144.071852916695,31.0,15909
346,346,20190123,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",28789.0,6165.0,294.21677459661197,16.0,19912
347,347,20190123,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",9726.0,1494.0,4541.665717792462,16.0,6784
348,348,20190124,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",17856.0,3269.0,3544.927770948837,16.0,13632
349,349,20190124,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",24018.0,5342.0,329.683523685768,16.0,16372
350,350,20190124,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",8691.0,1417.0,15751.42967685252,31.0,6041
351,351,20190125,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",14783.0,3399.0,2611.9600882152117,8.0,12002
352,352,20190125,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",23723.0,6081.0,0.0,0.0,16764
353,353,20190125,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",8854.0,1753.0,0.0,0.0,6185
354,354,20190126,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",21459.0,3445.0,6291.853689578197,16.0,15733
355,355,20190126,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",39191.0,8611.0,130.598004629414,8.0,26624
356,356,20190126,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",12830.0,2614.0,0.0,0.0,9341
357,357,20190127,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",24509.0,4123.0,12237.775540927572,31.0,18626
358,358,20190127,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",49920.0,10882.0,24268.07933685479,63.0,34423
359,359,20190127,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",19008.0,3140.0,22503.040756307688,8.0,13176
360,360,20190128,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",21941.0,4268.0,4083.917528541753,31.0,16252
361,361,20190128,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",28578.0,6996.0,6514.176044433183,31.0,20152
362,362,20190128,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",11001.0,1944.0,8761.859425030418,16.0,7711
363,363,20190129,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",22353.0,3719.0,14506.424487478069,47.0,16340
364,364,20190129,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",26127.0,6112.0,689.242979893538,16.0,18226
365,365,20190129,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",9244.0,1806.0,3476.789682147369,16.0,6688
366,366,20190130,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",25404.0,4237.0,12139.499451478267,55.0,19001
367,367,20190130,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",31449.0,6623.0,8087.903837023353,47.0,21830
368,368,20190130,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",9757.0,1806.0,3213.846542574647,8.0,6968
369,369,20190131,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",23.0,23.0,0.0,0.0,24
370,370,20190131,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",374.0,313.0,1362.7617847754962,8.0,360
371,371,20190131,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:1,Second Technical 50-:1",140.0,114.0,0.0,0.0,128
372,372,20190130,desktop,"Technical 50-50 AA-T:0,Second Technical 50-:0",62.0,15.0,0.0,0.0,48
373,373,20190130,mobile,"Technical 50-50 AA-T:0,Second Technical 50-:0",171.0,8.0,0.0,0.0,104
